01,610406338,20140401,20150331,¥ê¥«¥Þ¥¤¥·¥ó¥É¥é¥¤¥·¥í¥Ã¥×£²£°£°¡¡£²£°£°£í£ç,000000077.00,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,20150331,6149001R2027
01,610406386,20140401,99999999,¥¾¥Ó¥é¥Ã¥¯¥¹ðùÎ³£´£°¡ó,000000370.70,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,6250002D1024
01,610406388,20140401,99999999,¥Ï¥¤¥Ú¥ó¾û£²£°£°£í£ç,000000027.60,¾û,00000,,,,,ÆâÍÑ,,,1149032F2023
01,610406401,20140401,99999999,¥¢¥ì¥®¥µ¡¼¥ë¾û£µ£í£ç,000000050.90,¾û,00000,,,,,ÆâÍÑ,,,4490011F2028
01,610406406,20140401,99999999,¥Ú¥ß¥é¥¹¥È¥ó¾û£µ£í£ç,000000034.00,¾û,00000,,,,,ÆâÍÑ,,,4490011F2036
01,610407025,20140401,99999999,¥¨¥ó¥·¥å¥¢¡¦£È,000000001.08,£í£Ì,00000,,,,,ÆâÍÑ,±ÕºÞ,,3259114S1026
01,610407158,20140401,99999999,¥Ð¥ì¥ª¥ó¾û£²£°£°£í£ç,000000108.30,¾û,00000,,,,,ÆâÍÑ,,,6241009F1028
01,610407447,20140401,99999999,¥à¥³¥À¥¤¥ó¾û£µ£°£°£í£ç,000000016.00,¾û,00000,,,,,ÆâÍÑ,,,2233002F2022
01,610409335,20140401,99999999,¥¨¥Ð¥¹¥Æ¥ë¾û£µ£í£ç,000000076.00,¾û,00000,,,,,ÆâÍÑ,,,4490019F1028
01,610409336,20140401,99999999,¥¨¥Ð¥¹¥Æ¥ë¾û£±£°£í£ç,000000100.50,¾û,00000,,,,,ÆâÍÑ,,,4490019F2024
01,610411056,20140401,99999999,¥Õ¥¡¥í¥à¾û£²£°£°£í£ç,000000066.10,¾û,00000,,,,,ÆâÍÑ,,,6139001F2024
01,610411058,20140401,99999999,¥Õ¥í¥â¥Ã¥¯¥¹¾û£±£°£°£í£ç,000000055.00,¾û,00000,,,,,ÆâÍÑ,,,6132016F2020
01,610411059,20140401,99999999,¥Õ¥í¥â¥Ã¥¯¥¹¾®»ùÍÑºÙÎ³£±£°£°£í£ç,000000185.10,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,6132016C1027
01,610412202,20140401,99999999,¥Ñ¥ê¥¨¥Ã¥È¾û£±£°£í£ç,000000132.60,¾û,00000,,,,,ÆâÍÑ,,,2329028F1023
01,610421326,20140401,99999999,¥¸¥ë¥Æ¥Ã¥¯¾û£µ¡¡£µ£í£ç,000000082.50,¾û,00000,,,,,ÆâÍÑ,,,4490020F1020
01,610421327,20140401,99999999,¥¸¥ë¥Æ¥Ã¥¯¾û£±£°¡¡£±£°£í£ç,000000102.30,¾û,00000,,,,,ÆâÍÑ,,,4490020F2027
01,610421335,20140401,99999999,¥¬¥¹¥â¥Á¥ó¾û£µ£í£ç,000000018.40,¾û,00000,,,,,ÆâÍÑ,,,2399010F2024
01,610422300,20140401,99999999,¥ê¡¼¥¼¾û£µ£í£ç,000000006.70,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1179012F1118
01,610432031,20140401,99999999,¥É¥é¡¼¥ë¾û£²£°¡¡£²£°£í£ç,000000116.60,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124030F2025
01,610433135,20120401,99999999,¥Þ¥°¥é¥Ã¥¯¥¹¾û£²£µ£°£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,2344009F1027
01,610443026,20140401,99999999,¥¸¥¹¥í¥Þ¥Ã¥¯¾û£²£µ£°£í£ç,000000264.40,¾û,00000,,,,,ÆâÍÑ,,,6149004F1028
01,610443030,20140401,99999999,¥Ð¥ë¥È¥ì¥Ã¥¯¥¹¾û£µ£°£°¡¡£µ£°£°£í£ç,000000436.00,¾û,00000,,,,,ÆâÍÑ,,,6250019F1020
01,610443040,20140401,99999999,¥¢¥ì¥°¥é¾û£¶£°£í£ç,000000071.90,¾û,00000,,,,,ÆâÍÑ,,,4490023F1024
01,610443045,20140401,99999999,¥Ñ¥­¥·¥ë¾û£±£°£í£ç,000000100.50,¾û,00000,,,,,ÆâÍÑ,,,1179041F1025
01,610443047,20140401,99999999,¥Þ¥¤¥¹¥ê¡¼¾û£µ£í£ç,000000043.70,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1129009F1025
01,610443048,20140401,99999999,¥Þ¥¤¥¹¥ê¡¼¾û£±£°£í£ç,000000069.70,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1129009F2021
01,610443053,20120401,99999999,¥Ð¥¤¥¢¥¹¥Ô¥ê¥ó¾û£±£°£°£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,3399007H1021
01,610443067,20140401,99999999,¥¢¥ì¥í¥Ã¥¯¾û£µ¡¡£µ£í£ç,000000056.80,¾û,00000,,,,,ÆâÍÑ,,,4490025F2020
01,610443079,20140401,99999999,¥í¥ë¥«¥à¾û£²£í£ç,000000018.20,¾û,00000,,,,,ÆâÍÑ,,,1149036F1025
01,610443080,20140401,99999999,¥í¥ë¥«¥à¾û£´£í£ç,000000025.80,¾û,00000,,,,,ÆâÍÑ,,,1149036F2021
01,610444041,20140401,99999999,¥¬¥¹¥¿¡¼£Ä¾û£±£°£í£ç,000000027.00,¾û,00000,,,,,ÆâÍÑ,,,2325003F3035
01,610444042,20140401,99999999,¥¬¥¹¥¿¡¼£Ä¾û£²£°£í£ç,000000046.40,¾û,00000,,,,,ÆâÍÑ,,,2325003F4031
01,610451012,20140401,99999999,¥¤¥ß¥°¥é¥ó¾û£µ£°¡¡£µ£°£í£ç,000000816.40,¾û,00000,,,,,ÆâÍÑ,,,2160003F1022
01,610451016,20140401,99999999,¥µ¥ê¥°¥ì¥ó¥«¥×¥»¥ë£³£°£í£ç,000000128.50,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,2399012M1034
01,610453118,20120401,99999999,¥Þ¥°¥é¥Ã¥¯¥¹¾û£²£°£°£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,2344009F3020
01,610453151,20120401,99999999,¥ì¥Ü¥È¥ß¥ó¾û£²£µ£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,1172014F2120
01,610454012,20140401,99999999,¥ª¥¹¥Æ¥ó¾û£²£°£°£í£ç,000000037.60,¾û,00000,,,,,ÆâÍÑ,,,3999008F1273
01,610454015,20140401,99999999,¥«¥ê¥¯¥ì¥¤¥ó¾û£±£°Ã±°Ì,000000013.20,¾û,00000,,,,,ÆâÍÑ,,,2491001F4025
01,610454023,20140401,99999999,¥«¥ë¥Ê¥¯¥ê¥ó¾û£²£µ¡¡£²£µÃ±°Ì,000000012.60,¾û,00000,,,,,ÆâÍÑ,,,2491001F5056
01,610454024,20140401,99999999,¥«¥ë¥Ê¥¯¥ê¥ó¾û£µ£°¡¡£µ£°Ã±°Ì,000000022.30,¾û,00000,,,,,ÆâÍÑ,,,2491001F6060
01,610454047,20140401,99999999,¥½¥í¥ó¥«¥×¥»¥ë£±£°£°¡¡£±£°£°£í£ç,000000013.60,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,2329011M2066
01,610454055,20100401,99999999,¥Ï¥¤¥·¡¼ðùÎ³£²£µ¡ó,000000006.20,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,3140002D1037
01,610454065,20140401,99999999,¥Ó¥¿¥Î¥¤¥ê¥ó¥«¥×¥»¥ë£²£µ,000000007.20,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,3179107M1040
01,610454071,20140401,99999999,¥×¥ì¥É¥Ë¥¾¥í¥ó»¶¡Ö¥¿¥±¥À¡×£±¡ó,000000008.90,£ç,00000,,,,,ÆâÍÑ,»¶ºÞ,,2456002B1062
01,610462009,20140401,99999999,¥¾¡¼¥ß¥Ã¥°£Ò£Í¾û£²¡¥£µ£í£ç,000000960.80,¾û,00000,,,,,ÆâÍÑ,,,2160004F2023
01,610462010,20140401,99999999,¥¿¥±¥×¥í¥ó£Ï£Ä¾û£±£µ¡¡£±£µ£í£ç,000000089.30,¾û,00000,,,,,ÆâÍÑ,,,2329023F1020
01,610462028,20140401,99999999,¥¯¥é¥ê¥Á¥ó¾û£±£°£í£ç,000000094.50,¾û,00000,,,,,ÆâÍÑ,,,4490027F1022
01,610463120,20140401,99999999,¥È¥é¥ó¥µ¥ß¥ó¾û£²£µ£°£í£ç,000000010.40,¾û,00000,,,,,ÆâÍÑ,,,3327002F1142
01,610463223,20140401,99999999,¥ì¥ó¥É¥ë¥ß¥ó£Ä¾û£°¡¥£²£µ£í£ç,000000026.40,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124009F2025
01,611120055,20140401,99999999,¥Ï¥ë¥·¥ª¥ó£°¡¥£²£µ£í£ç¾û,000000014.70,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124007F2026
01,611130101,20140401,99999999,¥Æ¥°¥ì¥È¡¼¥ë¾û£²£°£°£í£ç,000000012.10,¾û,00000,,,,,ÆâÍÑ,,,1139002F1062
01,611140236,20140401,99999999,¥½¥é¥ó¥¿¡¼¥ë¾û£±£°£°£í£ç,000000012.80,¾û,00000,,,,,ÆâÍÑ,,,1148001F2101
01,611140237,20120401,99999999,¥½¥é¥ó¥¿¡¼¥ë¾û£µ£°£í£ç,000000009.60,¾û,00000,,,,,ÆâÍÑ,,,1148001F1059
01,611140435,20120401,99999999,¥Ý¥ó¥¿¡¼¥ë¾û£²£µ£°£í£ç,000000009.30,¾û,00000,,,,,ÆâÍÑ,,,1141005F1048
01,611140844,20140401,99999999,¥½¥ì¥È¥ó¾û£¸£°¡¡£¸£°£í£ç,000000019.20,¾û,00000,,,,,ÆâÍÑ,,,1149029F1025
01,611140845,20140401,99999999,¥Ú¥ª¥ó¾û£¸£°¡¡£¸£°£í£ç,000000019.20,¾û,00000,,,,,ÆâÍÑ,,,1149029F1033
01,611170005,20120401,99999999,£²£í£ç¥»¥ë¥·¥ó¾û,000000005.90,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124017F2135
01,611170430,20140401,99999999,¥ë¥¸¥ª¥ß¡¼¥ë¾û£²£µ£í£ç,000000025.60,¾û,00000,,,,,ÆâÍÑ,,,1179008F2029
01,611170513,20120401,99999999,¥Ç¥Ñ¥¹¾û£°¡¥£µ£í£ç,000000009.00,¾û,00000,,,,,ÆâÍÑ,,,1179025F1026
01,611170514,20140401,99999999,¥Ç¥Ñ¥¹¾û£±£í£ç,000000013.00,¾û,00000,,,,,ÆâÍÑ,,,1179025F2022
01,611170689,20140401,99999999,¥á¥¤¥é¥Ã¥¯¥¹¾û£±£í£ç,000000021.60,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124029F1026
01,611170690,20140401,99999999,¥á¥¤¥é¥Ã¥¯¥¹¾û£²£í£ç,000000038.60,¾û,00000,¸þÀº¿ÀÌô,,,,ÆâÍÑ,,,1124029F2022
01,611170766,20100401,99999999,¥Î¥Ð¥ß¥ó¾û£µ£í£ç,000000009.60,¾û,00000,,,,,ÆâÍÑ,,,1172010F1010
01,611240248,20140401,99999999,¥ß¥ª¥Ê¡¼¥ë¾û£µ£°£í£ç,000000018.60,¾û,00000,,,,,ÆâÍÑ,,,1249009F1090
01,611240378,20140401,99999999,¥Æ¥ë¥Í¥ê¥ó¾û£±£í£ç,000000016.70,¾û,00000,,,,,ÆâÍÑ,,,1249010F1026
01,611410172,20120401,99999999,¥Ý¥é¥é¥ß¥ó¾û£²£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,4419002F1027
01,612140718,20140401,99999999,¥é¥ó¥Ç¥ë¾û£±£°¡¡£±£°£í£ç,000000020.60,¾û,00000,,,,,ÆâÍÑ,,,2149034F1020
01,612160027,20140401,99999999,¥á¥È¥ê¥¸¥ó¾û£²£í£ç,000000044.20,¾û,00000,,,,,ÆâÍÑ,,,2160002F1028
01,612180004,20140401,99999999,£Í£Ä£Ó¥³¡¼¥ï¾û£³£°£°¡¡£³£°£°£í£ç,000000009.30,¾û,00000,,,,,ÆâÍÑ,,,2189003F2035
01,612180263,20140401,99999999,¥ê¥Ý¥Ð¥¹¾û£µ¡¡£µ£í£ç,000000112.40,¾û,00000,,,,,ÆâÍÑ,,,2189011F1025
01,612220325,20120401,99999999,¥á¥¸¥³¥ó¾û£±£µ£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,2223001F2099
01,612220478,20140401,99999999,¥¢¥¼¥×¥Á¥ó¾û£±£í£ç,000000041.80,¾û,00000,,,,,ÆâÍÑ,,,4490004F2028
01,612220508,20120401,99999999,¥à¥³¥À¥¤¥ó¥·¥í¥Ã¥×£µ¡ó,000000006.00,£í£Ì,00000,,,,,ÆâÍÑ,±ÕºÞ,,2233002Q1035
01,612320201,20140401,99999999,¥É¥°¥Þ¥Á¡¼¥ë¾û£µ£°£í£ç,000000015.30,¾û,00000,,,,,ÆâÍÑ,,,2329009F1110
01,612320346,20140401,99999999,¥»¥ë¥Ù¥Ã¥¯¥¹¥«¥×¥»¥ë£µ£°£í£ç,000000010.30,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,2329012M1021
01,612320381,20140401,99999999,¥¢¥×¥ì¡¼¥¹¾û£±£°£°£í£ç,000000013.80,¾û,00000,,,,,ÆâÍÑ,,,2329015F2022
01,612320417,20140401,99999999,¥¬¥¹¥¿¡¼¾û£±£°£í£ç,000000027.00,¾û,00000,,,,,ÆâÍÑ,,,2325003F1024
01,612320437,20140401,99999999,¥¬¥¹¥í¥ó£Î¾û£²£í£ç,000000029.80,¾û,00000,,,,,ÆâÍÑ,,,2329020F1027
01,612320438,20140401,99999999,¥¬¥¹¥í¥ó£Î¾û£´£í£ç,000000061.70,¾û,00000,,,,,ÆâÍÑ,,,2329020F2023
01,612420001,20120401,99999999,¥Ñ¥í¥Á¥ó¾û£±£°£í£ç,000000013.40,¾û,00000,,,,,ÆâÍÑ,,,2420001F1024
01,612450051,20100401,99999999,¥×¥ì¥É¥Ë¥¾¥í¥ó¾û¡¡£µ£í£ç,000000009.60,¾û,00000,,,,,ÆâÍÑ,,,2456001F1019
01,612450118,20100401,99999999,¥×¥ì¥É¥Ë¥ó¾û£µ£í£ç,000000009.60,¾û,00000,,,,,ÆâÍÑ,,,2456001F1019
01,613110002,20140401,99999999,¥¢¥ë¥Õ¥¡¥í¡¼¥ë¥«¥×¥»¥ë£°¡¥£µ¦Ì£ç,000000042.10,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,3112001M2069
01,613130329,20140401,99999999,¥Õ¥é¥Ó¥¿¥ó¾û£±£°£í£ç,000000007.20,¾û,00000,,,,,ÆâÍÑ,,,3131001F2154
01,613130594,20140401,99999999,¥á¥Á¥³¥Ð¡¼¥ë¾û£²£µ£°¦Ì£ç¡¡£°¡¥£²£µ£í£ç,000000012.80,¾û,00000,,,,,ÆâÍÑ,,,3136004F1050
01,613130595,20140401,99999999,¥á¥Á¥³¥Ð¡¼¥ë¾û£µ£°£°¦Ì£ç¡¡£°¡¥£µ£í£ç,000000018.60,¾û,00000,,,,,ÆâÍÑ,,,3136004F2138
01,613220029,20140401,99999999,¥è¥¦¥ì¥Á¥ó¾û¡Ö£µ£°¡×¡¡£µ£°¦Ì£ç,000000006.10,¾û,00000,,,,,ÆâÍÑ,,,3221004F1029
01,613220039,20140401,99999999,¥Õ¥§¥í¥ß¥¢¾û£µ£°£í£ç¡¡Å´£µ£°£í£ç,000000009.90,¾û,00000,,,,,ÆâÍÑ,,,3222013F1025
01,613250027,20140401,99999999,¥¨¥ó¥·¥å¥¢¡¦¥ê¥­¥Ã¥É,000000000.61,£í£Ì,00000,,,,,ÆâÍÑ,±ÕºÞ,,3259109S1025
01,613320103,20140401,99999999,¥¿¥¸¥ó¾û£³£°¡¡£³£°£í£ç,000000010.20,¾û,00000,,,,,ÆâÍÑ,,,3321002F2269
01,613320130,20140401,99999999,¥È¥é¥ó¥µ¥ß¥ó¾û£µ£°£°£í£ç,000000019.20,¾û,00000,,,,,ÆâÍÑ,,,3327002F2041
01,613390023,20140401,99999999,¥É¥ë¥Ê¡¼¾û£²£°¦Ì£ç,000000061.80,¾û,00000,,,,,ÆâÍÑ,,,3399005F1021
01,613390027,20140401,99999999,¥¢¥ó¥×¥é¡¼¥°¾û£±£°£°£í£ç,000000126.00,¾û,00000,,,,,ÆâÍÑ,,,3399006F2022
01,613960082,20140401,99999999,¥°¥ë¥³¥Ð¥¤¾û£±£°£°£í£ç,000000039.00,¾û,00000,,,,,ÆâÍÑ,,,3969003F2022
01,613990039,20120401,99999999,¥¢¥Ç¥Û¥¹¥³¡¼¥ïÄ²ÍÏ¾û£²£°¡¡£²£°£í£ç,000000005.60,¾û,00000,,,,,ÆâÍÑ,,,3992001F1084
01,614490026,20140401,99999999,¥À¥ì¥ó¥«¥×¥»¥ë£²£í£ç,000000047.50,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,4490013M2026
01,614490030,20140401,99999999,¥¢¥ì¥¸¥ª¥ó¾û£²£°¡¡£²£°£í£ç,000000135.00,¾û,00000,,,,,ÆâÍÑ,,,4490014F2021
01,615101025,20140401,99999999,¥ª¡¼¥¹¥®²ÃÌ£íöô£»¶¥¨¥­¥¹£Ç,000000012.10,£ç,00000,,,,,ÆâÍÑ,»¶ºÞ,,5200017D1024
01,615101050,20140401,99999999,¥ª¡¼¥¹¥®È¬Ì£ÃÏ²«´ÝÎÁ¥¨¥­¥¹£Ç,000000007.40,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200121D1029
01,615101190,20140401,99999999,¥³¥¿¥í¡¼²«Ï¢²òÆÇÅò¥¨¥­¥¹¥«¥×¥»¥ë,000000015.80,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,5200011M1027
01,615101208,20140401,99999999,¥³¥¿¥í¡¼¸ÞÎê»¶ÎÁ¥¨¥­¥¹ºÙÎ³,000000012.80,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200048C1032
01,615101213,20120401,99999999,¥³¥¿¥í¡¼¼Æ¸ÕÀ¶´ÎÅò¥¨¥­¥¹ºÙÎ³,000000013.30,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200053C1025
01,615101220,20140401,99999999,¥³¥¿¥í¡¼½½Á´ÂçÊäÅò¥¨¥­¥¹ºÙÎ³,000000007.30,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200069C1034
01,615101223,20140401,99999999,¥³¥¿¥í¡¼¾®¼Æ¸ÕÅò¥¨¥­¥¹ºÙÎ³,000000023.40,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200073C1030
01,615101263,20140401,99999999,¥³¥¿¥í¡¼Îê·ËÛ²´ÅÅò¥¨¥­¥¹ºÙÎ³,000000008.50,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200145C1037
01,615101402,20120401,99999999,¥Ä¥à¥é±ÛÕ¹²ÃÛ²Åò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000011.60,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200007D1047
01,615101406,20120401,99999999,¥Ä¥à¥é³ëº¬Åò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000009.00,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200013D1123
01,615101407,20120401,99999999,¥Ä¥à¥é³ëº¬Åò²ÃÀî¤­¤å¤¦¿É°Ð¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000011.00,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200015D1084
01,615101408,20120401,99999999,¥Ä¥à¥é²ÃÌ£µ¢ç£Åò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000028.60,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200016D1054
01,615101409,20120401,99999999,¥Ä¥à¥é²ÃÌ£íöô£»¶¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000017.60,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200017D1083
01,615101414,20120401,99999999,¥Ä¥à¥éµí¼Ö¿Õµ¤´Ý¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000011.80,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200025D1029
01,615101422,20120401,99999999,¥Ä¥à¥é·Ë»ÞèªÎê´Ý¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000009.20,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200038D1093
01,615101431,20120401,99999999,¥Ä¥à¥é¼Æ¸Õ·Ë»Þ´¥ÕªÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000020.40,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200052D1034
01,615101433,20140401,99999999,¥Ä¥à¥é¼Æ¸ÕÀ¶´ÎÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000022.60,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200053D1020
01,615101435,20140401,99999999,¥Ä¥à¥é¼ÆÎêÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000049.20,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200055D1020
01,615101447,20120401,99999999,¥Ä¥à¥é½½Á´ÂçÊäÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000020.20,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200069D1048
01,615101453,20120401,99999999,¥Ä¥à¥é¾®ÀÄÎµÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000014.10,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200075D1086
01,615101492,20120401,99999999,¥Ä¥à¥éÇþÌçÅßÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000018.30,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200119D1030
01,615101502,20120401,99999999,¥Ä¥à¥éËÉÉ÷ÄÌÀ»»¶¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000009.10,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200130D1060
01,615101503,20140401,99999999,¥Ä¥à¥éÊäÃæ±×µ¤Åò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000025.00,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200131D1065
01,615101512,20140401,99999999,¥Ä¥à¥éÏ»·¯»ÒÅò¥¨¥­¥¹ðùÎ³¡Ê°åÎÅÍÑ¡Ë,000000020.00,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200141D1034
01,615101702,20140401,99999999,¥³¥¿¥í¡¼Ëã²«Éí»ÒºÙ¿ÉÅò¥¨¥­¥¹¥«¥×¥»¥ë,000000023.50,¥«¥×¥»¥ë,00000,,,,,ÆâÍÑ,,,5200133M1021
01,615101824,20120401,99999999,£Ê£Ð£Ó±ÛÕ¹²ÃÛ²Åò¥¨¥­¥¹ðùÎ³¡ÌÄ´ºÞÍÑ¡Í,000000007.50,£ç,00000,,,,,ÆâÍÑ,ðùÎ³ºÞ,,5200007D1039
